LON,LAT,EDO,CLAVE,ESTACION,ago-17
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",0
-114.3,27.1425,BCS,ASUBS,"Bahía Asunción, B.C.S.",661.4
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",8.2
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",452
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",0
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",168
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",94.5
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",10.8
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",64
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",170
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",242.52
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",161.71
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",28.01
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",368
-112.111111,24.791667,BCS,SCRBS,"Puerto San Carlos, B.C.S.",661.4
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",534
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",441.4
-112.332778,26.629167,BCS,SMTBS,"San Martín, B.C.S.",661.4
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",272.11
-109.986111,23.172222,BCS,SVSBS,"San Vicente de la Sierra, B.C.S.",661.4
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",6.01
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",244.2
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",235.34
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",136.71
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",276.61
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",349
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",179.72
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",292.9
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",135.6
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",205
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",235.4
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",221.7
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",215.6
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",256.81
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",261.41
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",96.9
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",140.5
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",196.5
-107.395556,28.525833,CHIH,BASUCHIL,"Basuchil, Chih. INIFAP*",147.2
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",117.5
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",377.2
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",182.4
-106.953056,28.065,CHIH,BUENAVISTACH2,"Buena Vista 2, Chih. INIFAP*",99.6
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",232
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",188
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",173.6
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",95.1
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",51.37
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",170.8
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",42.52
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",0.76
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",64.7
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",254.83
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",96.5
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",232.21
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",46.75
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",79.33
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",80.05
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",152
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",169.71
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",107.9
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",194.01
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",19.4
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",92.9
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",67.04
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",69.22
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",40.55
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",186.95
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",210
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",43
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",170.04
-104.74,29.5,CHIH,Peguis,"Pegüis, Chih. SGT*",97.75
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",179.06
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",82.43
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",225
-107.491667,29.035556,CHIH,SOTOMAINEZ,"Soto Mainez, Chih. INIFAP*",91.8
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",246.22
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",144.4
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",11.4
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",95.78
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",104.02
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",233.42
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",206.04
-106.505,30.615556,CHIH,VILLAAHUMADA,"Villa Ahumada, Chih. SMN*",69
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",143.02
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",201
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",170.01
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",208
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",202.86
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",300.8
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",203.1
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",65.4
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",60
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",177.4
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",496.53
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",174.05
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",190
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",97.2
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",187.6
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",354.2
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",138.7
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",349.9
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",189.8
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",58.4
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",63.74
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",71.07
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",44.5
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",200
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",219.2
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",57.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",540.02
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",196.3
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",130.8
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",266.9
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",467.01
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",391.2
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",95
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",502.02
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",224.8
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",507.81
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",412.03
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",216
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",430.7
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",337.2
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",386.6
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",340.01
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",135.7
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",264.34
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",342.61
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",145.3
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",224.62
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",265.6
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",179.2
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",194.5
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",148.9
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",565.53
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",166.7
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",186.6
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",224.8
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",153.5
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",207.12
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",226.4
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",346.08
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",102.8
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",202
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",153.9
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",243.61
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",274.1
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",251.91
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",17
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",254.17
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",145.6
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",236.2
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",251.04
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",117.4
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",117.5
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",108.62
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",92.42
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",346.2
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",162.3
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",144.97
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",341.52
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",405.6
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",105.91
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",148.6
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",175.6
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",220.8
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",191.7
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",360.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",232.64
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",285.6
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",142.7
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",163.6
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",186.9
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",153
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",142.31
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",146.8
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",140.7
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",24.56
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",441.8
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",109.11
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",151.4
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",85.7
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",5
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",35.61
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",10
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",43
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",47.46
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",53
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",20
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",35.5
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",91.72
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",34.4
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",46
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",54.9
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",26.8
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",41.7
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",16
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",117
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",40.41
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",36.2
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",68.81
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",47
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",91
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",30.82
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",27.6
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",76.92
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",48.8
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",12.51
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",275.52
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",389.65
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",285.91
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",291.2
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",192.62
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",259.06
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",198.8
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",245.92
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",206.82
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",385.42
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",335.9
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",300.25
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",265.6
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",332.01
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",287.19
-104.1,18.936111,COL,RDRCM,"Radar, Col.",362.31
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",280.11
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",375.51
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",254.54
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",187.5
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",131.53
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",232.2
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",55.64
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",0
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",170.2
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",145.9
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",209.4
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",230.67
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",168.5
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",4.5
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",202.83
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",69.3
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",200.82
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",0
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",141.8
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",444.02
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",1.3
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",201.3
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",148.2
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",109.8
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",396.2
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",53.5
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",240.6
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",92.2
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",7.9
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",146.62
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",74.3
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",195.05
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",158.3
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",12.4
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",191.1
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",180.8
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",188.4
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",146.03
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",6.8
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",148.5
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",171
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",104.5
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0.5
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",21.8
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",83.3
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",135.1
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",141.47
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",93.2
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",218.6
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",134.2
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",382.2
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",17.7
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",51.8
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",185.6
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",8.3
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",130.2
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",167.9
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",233.1
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",135.38
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",174.2
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",94.3
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",205.66
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",225.19
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",147.8
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",192.7
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",238.1
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",96.9
