LON,LAT,EDO,CLAVE,ESTACION,oct-17
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",34.25
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",41.6
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",19
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",27.73
-99.372778,18.757222,MOR,MIAMR,"Miacatlán, Mor.",34.5
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",17.87
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",10.02
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",72.53
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",122.3
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",68
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",126
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",43.13
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",24.7
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",44.9
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",65.42
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",37.6
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",35.5
-99.078889,18.950833,MOR,TEPOZTLAN,"Tepoztlán, Mor. SMN*",82.47
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",75
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",31.44
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",60.44
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",156.32
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",91.3
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",72
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",43.2
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",19.21
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",64.14
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",68
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",118.93
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",87.94
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",145.9
-104.500556,21.942778,NAY,CHAPALAGANACFE,"Chapalagana, Nay. CFE*",35.3
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",35.2
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",61.8
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",271.17
-104.298056,21.038889,NAY,IXTLANRIO,"Ixtlán del Río, Nay. SMN*",16.25
-104.514444,22.250556,NAY,JESUSMARIACFE,"Jesús María, Nay. CFE*",15.3
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",19.7
-105.341667,22.591667,NAY,LESNR,"La Estancia, Nay.",20.51
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",106.83
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",173.56
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",151.85
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",78.52
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",137.75
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",82.13
-100.343333,25.634167,NL,AS-06,"Arroyo Seco, N.L. SAHM*",56.25
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",94.01
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",122.8
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",152.31
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",159.13
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",47.12
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",117.03
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",142.74
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",126.8
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",46.23
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",45
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",144.5
-100.245,25.592222,NL,EZ-07,"Estanzuela, N.L. SAHM*",101.25
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",101.2
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",187.2
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",70.01
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",84.55
-100.383611,25.735833,NL,MI-02,"Mitras, N.L. SAHM*",79.25
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",207.04
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",33.81
-100.541944,25.701111,NL,OB-05,"Obispo, N.L. SAHM*",122
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",48.72
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",138.02
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",92.5
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",18.02
-100.240278,25.856944,NL,RadioSondeoMty,"Radiosondeo, Monterrey N.L. SGT*",142
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",16
-100.308333,25.7325,NL,TopoChico,"Topo Chico Monterrey, N.L. SGT*",9.98
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",52
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",219
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",208.8
-96.721667,17.069722,OAX,BAEOX,"Base Aérea, Oax.",42.6
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",40.1
-98.278333,17.532778,OAX,CALOX,"Calihualá, Oax.",14
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",626.3
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",99.61
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",271.81
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",447.96
-95.374444,16.434722,OAX,EMAOX,"El Marqués, Oax.",40
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",28.6
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",41.7
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",36.1
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",641.8
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Juárez, Oax.",24
-95.033333,16.433333,OAX,JUCOX,"Juchitán, Oax.",2.5
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",38
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",59.4
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",88.5
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",39
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",240.31
-97.249167,17.436667,OAX,NOCHISTLAN,"Nochixtlán, Oax. SMN*",0
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",27.2
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",68.7
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",52.7
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",454.71
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",17.56
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",108
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",35.4
-95.916667,17.733333,OAX,RMLOX,"Río Manso Lalana, Oax.",631.7
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",127.6
-97.839444,17.156667,OAX,SACOX,"San Andrés Chicahuaxtla, Oax.",71.8
-96.549722,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",119.5
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",11.1
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",780
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",187.02
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",5
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",452.5
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",88.6
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",38.5
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",283.7
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",13.5
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",586.02
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",789.31
-94.833333,16.45,OAX,UHGOX,"Unión Hidalgo, Oax.",81
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",928.73
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",18.7
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",561.31
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",15.9
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",66.4
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",25
-97.578056,18.227778,PUE,ACAPB,"Acatepec, Pue.",0
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",25.53
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",10.5
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",20.7
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",8.4
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",16
-98.148056,20.033056,PUE,AHUPB,"Ahuazotepec, Pue.",180
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",150.1
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",63
-97.881111,20.385833,PUE,AVCPB,"Ávila Camacho, Pue.",189.03
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",672.58
-98.108611,18.9125,PUE,BDDPB,"Manuel Ávila Camacho, Pue.",22.6
-97.441667,18.983889,PUE,CDSPB,"Ciudad Serdán, Pue.",20.1
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",39.1
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",59.3
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",49.5
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",6.8
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",30
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",138.12
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",8.6
-98.059444,19.093056,PUE,CPLPB,"Capulac, Pue.",50
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",804.41
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",67
-98.404722,18.187222,PUE,ELFRAILECFE,"El Fraile, Pue. CFE*",17.4
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",66.8
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",40.2
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",329.8
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",6.7
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",44.51
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",28
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",26
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",46.7
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",344.91
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",359.2
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",270.02
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",192.7
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",98
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",17.4
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",87.3
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",388.1
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",19.5
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",186.73
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",507.51
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",51.6
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",28
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",682.9
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",32.8
-97.486389,19.952778,PUE,STLPB,"Sontalaco CFE, Pue.",571.67
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",585.5
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",45.7
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",13.4
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",26.3
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",302.61
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",427.2
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",22.6
-97.36,19.815278,PUE,TEZPB,"Teziutlán, Pue.",377.87
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",267.8
-96.835833,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",396.04
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",15
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",258.74
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",325.31
-97.668056,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",88.2
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",411
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",466
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",485.01
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",411
-100.424444,20.504167,QRO,BATQT,"El Batán, Qro.",6.1
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",9
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",12.3
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",3.5
-100.413056,20.567222,QRO,GHQQT,"Gerencia Hidalgo, Qro.",15.6
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",13.6
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",226.1
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",5.8
-100.369444,20.563333,QRO,OBSQT,"Observatorio de Querétaro, Qro.",5.5
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",29.7
-99.169167,21.499167,QRO,SGORDAI,"Sierra Gorda 1, Qro. SMN*",168.2
-100,20.3625,QRO,SJSQT,"San José, Qro.",9.6
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo",362.2
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo",277.01
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo SMN*",163.19
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo",305.9
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo",250.2
-87.486111,21.101944,QROO,KANTUNILKIN,"Kantunilkín, Q. Roo SMN*",153
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo",254.1
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",79.31
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",115.02
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",94.5
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",105.02
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",34.6
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",8.32
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0
-107.35,24.316667,SIN,DRDSI,"El Dorado, Sin.",24.5
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",1
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",17.5
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",2
-108.3275,26.103056,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",2
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Díaz Ordaz, Sin.",28
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",1.01
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",82.21
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",71.21
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",31.5
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",149
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",27.51
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",60
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",35.2
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",35.2
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",62.82
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",15
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",68.9
-107.756111,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",3
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",87
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",10
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",44.03
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",3
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",11.5
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",62.01
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",60
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",63.73
-107.139444,24.800556,SIN,SNLSI,"Sanalona, Sin.",63.7
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",41.64
-105.847222,23.088333,SIN,TORSI,"Las Tortugas, Sin.",56.3
-107.059722,24.751111,SIN,VINSI,"Vinoramas, Sin.",31.5
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",172.4
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",350.4
-99.030833,21.979722,SLP,CDVALLES,"Ciudad Valles, S.L.P. SMN*",35.8
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",113
-100.283056,22.431667,SLP,CTSSL,"Cerritos, S.L.P.",95.5
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",291.6
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",21.91
-98.5575,21.965833,SLP,LASADJUNTASGN,"Las Adjuntas, S.L.P. SGT*",70.2
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",13.2
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",134.5
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",376
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",177.2
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",21.91
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",181
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",241.8
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",401.9
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",156.8
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",15
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",29.8
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",133.9
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchachín, S.L.P. SGT*",304.9
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",438.6
-98.773333,22.003611,SLP,TMISL,"Observatorio de Tamuín, S.L.P.",76.9
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",436.2
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0
-108.937778,27.021667,SON,ALASO,"Álamos, Son. SMN*",14.1
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",0
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",2.5
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",18.81
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",0
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",0
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",0.01
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",17
-109.666667,26.95,SON,BSCSO,"Basconcobe, Son.",0
-109.968333,27.3,SON,C1CSO,"Calle Mil Doscientos y Canal Bajo, Son.",0
-110.013056,27.483889,SON,C2CSO,"Calle Doscientos y Canal Bajo, Son.",0
-109.979722,27.410278,SON,C6CSO,"Calle Seiscientos y Canal Bajo, Son.",0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0
-109.904444,27.776667,SON,CHCSO,"Chiculi, Son.",0
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",0
-109.492222,27.011944,SON,CINSO,"Casa del Ciano, Son.",0
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",0
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",0.02
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",0
-110.180278,27.300556,SON,CP1SO,"Calle Cuatro y Prolongación Doce, Son.",0
-110.248611,27.425556,SON,CP6SO,"Calle Cuatro y Prolongación Seis, Son.",0
-109.636944,27.244167,SON,CRCSO,"Cárcamo, Son.",0
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",12.11
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-109.629167,26.906944,SON,ETCSO,"Etchojoa, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0
-110.93,29.078333,SON,HERMOSILLOob,"Observatorio de Hermosillo, Son. SMN*",0
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0
-109.904167,27.713056,SON,HORSO,"Hornos, Son.",0
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",31.01
-109.630556,26.822778,SON,HTBSO,"Huatabampo, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",0
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.701944,26.801944,SON,JPRSO,"Júpare, Son.",0
-109.6,27.1,SON,K10SO,"km 108 de Canal Alto, Son.",0
-109.896389,27.706667,SON,K14SO,"km 14 de Canal Alto, Son.",0
-109.9,27.78,SON,K20SO,"km 20, Son.",0
-108.8725,27.642222,SON,K25SO,"km 25 de Canal Alto, Son.",0
-109.346111,27.227778,SON,K38SO,"km 38, Son.",0
-109.873889,27.560278,SON,K39SO,"km 39 de Canal Alto, Son.",0
-109.845,27.436389,SON,K58SO,"km 58 de Canal Alto, Son.",0
-109.858611,27.354444,SON,K68SO,"km 68 de Canal Alto, Son.",0
-109.6,27.1,SON,K81SO,"km 81 de Canal Alto, Son.",0
-109.933333,27.483333,SON,K91SO,"km 91 de Canal Alto, Son.",0
-112.873056,30.786944,SON,LATSO,"La Té, Son.",0
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",2.2
-109.710833,26.878611,SON,LNDSO,"Lindero, Son.",0
-109.402222,26.806667,SON,MMNSO,"Mumuncuera, Son.",0
-109.542778,27.076944,SON,NCHSO,"Nachuquis, Son.",0
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",0.2
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",2.6
-110.936667,31.267222,SON,NNRSO,"El Nainari, Son.",0
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",0
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",0.01
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",0
-109.930278,27.598333,SON,PFDSO,"Porfirio Díaz, Son.",0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",0
-109.086111,29.419722,SON,PNACORICFE,"Paso Nácori, Son. CFE*",0.3
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",0
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0
-112.1,30.697778,SON,PTQSO,"Pitiquito, Son.",0
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",0.01
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",3.32
-109.571667,26.878889,SON,SE2SO,"Sebampo, Son.",0
-110.246944,27.413056,SON,SI2SO,"San Ignacio, Son.",0
-110.348333,28.713333,SON,SJPSO,"San José de Pimas, Son.",0.01
-109.453333,26.918333,SON,SNHSO,"Sinahuiza, Son.",0
-109.623611,27.025833,SON,SPESO,"San Pedro, Son.",0
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",0
-109.358333,27.171111,SON,TESSO,"Tesia, Son.",0
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",13.5
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",0
-109.841944,27.125556,SON,VJZSO,"Villa Juárez, Son.",0
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",0
-91.535,17.756667,TAB,BALANCANHM,"Balancán, Tab. SGT*",0
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",392.5
