Lon,Lat,Clave,Edo,Est,Tmin
-111.05,29.09,MMHO,SON,Aeropuerto Internacional de Hermosillo Son.*,13.0
-112.44,30.77,CABORCA,SON,Caborca Son. SMN*,9.6
-111.72,29.06,DOLORES,SON,Dolores Jam Son. REMAS*,8.4
-109.04,26.43,EZAPATAS,SON,Ejido Emiliano Zapata Sur Son. REMAS*,8.1
-111.26,28.98,SANTONINO,SON,Santo NiÒo Son. REMAS*,9.2
-111.59,28.98,ELROSARIO2SO,SON,El Rosario 2 Son. REMAS*,8.7
-110.16,27.32,BLOCK1213,SON,Block 1213 Son. REMAS*,7.1
-113.54,31.3,PTOPENASCOob,SON,Observatorio de Puerto PeÒasco Son. SMN*,13.5
-109.89,27.75,AGCSO,SON,Agua Caliente Son.,8.2
-109.64,28.98,PECSO,SON,Plutarco ElÌas Calles Son.,9.6
-110.4,28.43,IRASO,SON,Ignacio R. Alatorre Son.,7.7
-109.75,27.12,BLOCK228,SON,Block 228 Son.  REMAS*,6.9
-110.24,28.71,SJPSO,SON,San JosÈ de Pimas Son.,7.2
-110.55,27.58,GUAYMASMAR,SON,Guaymas Son. SEMAR*,16.6
-110.14,29.67,BAVIACORA,SON,Bavi·cora Son. REMAS*,5.2
-113.54,31.31,PTOPENASCOMAR,SON,Puerto PeÒasco Son. SEMAR*,13.3
-108.97,26.8,CHINO,SON,Chino Gordo Son. REMAS*,5.4
-109.58,26.96,CAMPO20,SON,Campo el 20 Son. REMAS*,7.4
-110.72,30.34,LADRILLERA,SON,La Ladrillera Son. REMAS*,3.9
-111.15,30.54,TIERRAVIEJA,SON,Campo Tierra Vieja Son.REMAS*,4.5
-114.97,32.3,BONFIL,SON,Despepite Bonfil Nuevo LeÛn Son. REMAS*,8.7
-111.76,29.24,CHIPILON,SON,ChipilÛn Son. REMAS*,9.2
-109.53,26.81,REGLA,SON,La Regla Son. REMAS*,7.3
-110.26,27.28,BLOCK1423,SON,Block 1423 Son. REMAS*,8.2
-109.5,29.53,TPCSO,SON,Tepache Son.,8.8
-110.57,29.71,RAYSO,SON,RayÛn Son.,7.0
-109.5,26.91,TRESCARLOS,SON,Tres Carlos Son. INIFAP*,6.5
-108.94,27.02,ALASO,SON,Alamos Son. SMN*,11.1
-108.94,27.02,ALMSO,SON,Alamos Son.,10.9
-109.69,27.03,BUAYSIACOBE,SON,Buaysiacobe Son. INIFAP*,7.3
-109.4,27.13,TESIA,SON,Tesia Son.  INIFAP*,5.8
-109.11,27.23,ARCSO,SON,Adolfo Ruiz Cortines Son.,12.4
-109.84,27.28,BLOCK1418,SON,Block 1418 Son. INIFAP*,7.2
-109.93,27.37,OBOSO,SON,Observatorio Cd. ObregÛn Son.,8.5
-110.1,27.41,BLOCK609,SON,Block 609 Son. INIFAP*,6.5
-109.93,27.5,COBSO,SON,Ciudad ObregÛn Son.,10.9
-110.12,27.51,BLOCK111,SON,Block 111 Son. INIFAP*,6.7
-110.01,27.55,PELJAZMIN,SON,Predio El JazmÌn Son. INIFAP*,7.4
-109.89,27.82,AOBSO,SON,Alvaro ObregÛn Son.,13.0
-111.25,28.31,SAHUARALA,SON,Sahuaral Son. INIFAP*,6.8
-111.56,28.61,PERICOI,SON,Perico 1 Son. INIFAP*,7.5
-111.36,28.79,ELBERVANO,SON,El Bervano Son. INIFAP*,8.9
-114.93,32.41,MOCTEZUMA,SON,Moctezuma Son. INIFAP*,8.3
-109.7,26.75,TOROCOBA,SON,Torocoba Son. REMAS*,9.0
-110.87,30.68,LAHUERFANA,SON,La HuÈrfana Son. REMAS*,7.4
-111.82,30.6,EUGENIA,SON,MarÌa Eugenia Son. REMAS*,7.5
-110.88,27.92,SRNGUAYMASmar,SON,Sexta RegiÛn Naval de Guaymas Son. SEMAR*,16.4
-112.35,30.51,SURCABORACA,SON,Sur Caborca Son. REMAS*,8.3
-112.87,30.74,COSTERO,SON,El Costero Son. REMAS*,8.8
-112.91,30.85,RIVERA,SON,La Rivera Son. REMAS*,14.1
-110.8,27.95,EMPALMEob,SON,Observatorio de Empalme Son. SMN*,11.6
-112.46,30.77,CABORCAEX,SON,Caborca Exportadora Son. REMAS*,7.6
-112.49,30.84,SANLUIS,SON,San Luis Son. INIFAP*,9.4
-111.23,30.05,CARRIZO,SON,El Carrizo Son. REMAS*,4.6
-109.56,31.24,AGUAPRIETA,SON,km 9 Ejido Agua Prieta Son. REMAS*,0.9
-110.24,30.6,BCNSO,SON,Bacanuchi Son.,-0.1
-110.93,29.08,HERMOSILLOob,SON,Observatorio de Hermosillo Son. SMN*,10.6
-111.4,30.61,LOMA,SON,La Loma Son. REMAS*,6.8
-109.42,26.97,CAPETAMAYA,SON,Capetamaya Son. REMAS*,5.5
-109.94,27.49,OBREGONob,SON,Observatorio de ObregÛn Son. SMN*,9.3
-109.01,28.33,YECORAS,SON,YÈcora Son. REMAS*,3.3
-109.68,30.37,PNACOZARIob,SON,Observatorio de Pilares de Nacozari Son. SMN*,8.7
-109.93,27.23,BLOCK1608,SON,Block 1608 Lote 20 Son. REMAS*,7.1
-92.75,17.38,OXOTB,TAB,Oxolot·n Tab.,21.9
-91.48,17.43,BDCTB,TAB,Boca del Cerro Tab.,22.7
-92.94,17.57,PUYTB,TAB,Puyacatengo Tab.,21.1
-92.6,17.77,MACTB,TAB,Macuspana Tab.,21.9
-93.38,18,CARTB,TAB,C·rdenas Tab.,21.5
-92.88,17.85,PNVTB,TAB,Pueblo Nuevo Tab.,21.3
-93,17.98,GONTB,TAB,Gonz·lez Tab.,21.6
-93.28,18,SAMTB,TAB,Samaria Tab.,21.5
-92.92,17.98,EMUTB,TAB,Villahermosa Muelle Tab.,23.5
-92.81,18.04,EPOTB,TAB,El Porvenir Tab.,22.6
-93.33,18.42,PARAISO,TAB,ParaÌso Tab. SMN*,23.6
-92.78,17.46,TAPTB,TAB,Tapijulapa Tab.,21.1
-91.16,17.79,SPTTB,TAB,San Pedro Tab.,22.6
-92.82,18,MMVA,TAB,Aeropuerto Internacional de Villahermosa Tab.*,21.2
-99.27,24.02,STETP,TAMP,Santa Engracia Tamps.,15.0
-97.88,22.24,TMPTP,TAMP,Tampico Tamps.,20.5
-97.84,22.28,MDRTP,TAMP,Madero Tamps.,20.6
-97.93,22.39,BALTP,TAMP,Bombas Altamira Tamps.,19.9
-98.42,22.41,TMSTP,TAMP,TamesÌ Tamps.,17.9
-98.69,22.6,ERCTP,TAMP,Estudiante Ramiro Caballero Dorantes Tamps.,18.3
-98.87,22.78,SDATP,TAMP,Saca de Agua Tamps.,17.9
-98.71,22.8,MGSTP,TAMP,MagiscatzÌn Dos Tamps.,16.8
-99.12,22.85,LSRTP,TAMP,La Servilleta Tamps.,17.0
-99.03,22.84,RFRTP,TAMP,RÌo FrÌo Tamps.,18.3
-98.79,22.94,SLZTP,TAMP,Lic. Emilio Portes Gil Tamps.,17.6
-99.09,23.03,SBNTP,TAMP,Sabinas Tamps.,15.6
-98.79,23.09,SGBTP,TAMP,San Gabriel Tamps.,17.3
-97.99,23.26,RSPTP,TAMP,Rep˙blica EspaÒola Tamps.,18.0
-99.08,23.38,ENNTP,TAMP,La Encantada Tamps.,15.4
-99.17,23.72,CVCTP,TAMP,Observatorio de Ciudad Victoria Tamps.,14.9
-98.75,23.73,PDMTP,TAMP,Paso de Molina Tamps.,16.4
-98.67,23.96,VGRTP,TAMP,Vicente Guerrero Tamps.,15.3
-98.9,24.04,PADTP,TAMP,Padilla Tamps.,17.5
-98.39,24.07,ABSTP,TAMP,Abasolo Tamps.,16.6
-99.12,24.08,BR1TP,TAMP,El Barretal Uno Tamps.,12.7
-99.22,24.1,BRRTP,TAMP,El Barretal Tamps.,13.7
-99.02,24.21,PILTP,TAMP,PilÛn Tamps.,17.1
-99.58,24.18,PVLTP,TAMP,Puerto de Valles Tamps.,11.3
-99.56,24.25,PJMTP,TAMP,Pedro JosÈ MÈndez Tamps.,15.4
-99.43,24.25,MHGTP,TAMP,Miguel Hidalgo Tamps.,13.7
-99.55,24.57,MAGTP,TAMP,Magueyes Tamps.,13.3
-98.16,24.84,FDOTP,TAMP,San Fernando Tamps.,15.8
-97.82,25.97,CONTP,TAMP,Control Tamps.,16.5
-97.8,25.7,VHMTP,TAMP,Valle Hermoso Tamps.,16.6
-97.8,25.8,PANTP,TAMP,Pueblo An·huac Tamps.,16.6
-97.52,25.83,MATTP,TAMP,Matamoros Tamps.,17.0
-97.8,25.91,VCATP,TAMP,Villa C·rdenas Tamps.,16.6
-98.29,26.08,RYATP,TAMP,S-J-3-42 Reynosa Tamps.,16.8
-98.88,26.17,RYNTP,TAMP,S-J-2-9 Reynosa Tamps.,16.3
-98.6,26.24,CDOTP,TAMP,S-J-2-18 Ciudad DÌaz Ordaz Tamps.,16.7
-99.19,23.73,CVTTP,TAMP,Ciudad Victoria Tamps.,14.8
-99.15,22.99,AHLTP,TAMP,Ahualulco Tamps.,17.2
-98.94,23.94,CORTP,TAMP,Corona Tamps.,15.2
-97.95,23.17,LAETP,TAMP,La Esperanza Tamps.,15.4
-98.21,23.76,SLMTP,TAMP,Observatorio de Soto la Marina Tamps.,16.8
-99.55,24.57,VSMTP,TAMP,Victoria San Marcos Tamps.,16.7
-98.59,25.12,MENTP,TAMP,Mendez Tamps.,14.5
-98.93,26.2,MRGTP,TAMP,Marte Rodolfo GÛmez Tamps.,16.0
-98.96,23.71,MMCV,TAMP,Aeropuerto Internacional de Ciudad Victoria Tamps.*,17.4
-97.53,25.77,MMMA,TAMP,Aeropuerto Internacional de Matamoros Tamps.*,17.9
-98.23,26.01,MMRX,TAMP,Aeropuerto Internacional de Reynosa Tamps.*,18.2
-99.57,27.45,MMNL,TAMP,Aeropuerto Internacional de Nuevo Laredo Tamps.*,16.3
-97.86,22.29,MMTM,TAMP,Aeropuerto Internacional de Tampico Tamps.*,19.9
-98.98,22.74,CIUDADMANTE,TAMP,Ciudad Mante Tamps. SMN*,19.3
-99.49,24.3,VILLAGRAN,TAMP,Villagr·n Tamps. SMN*,14.2
-98.84,26.31,SANJUAN2,TAMP,San Juan Tamps. SGT*,16.5
-97.93,22.39,ALTAMIRAob,TAMP,Observatorio de Altamira Tamps. SMN*,20.1
-99.13,23.73,CVICTORIAob,TAMP,Observatorio de Ciudad Victoria Tamps.SMN*,15.4
-97.86,22.21,CPTAMPICOmar,TAMP,CapitanÌa de Puerto de Tampico Tamps. SEMAR*,22.0
-97.8,22.27,EIOTAMPICOmar,TAMP,EstaciÛn de InvestigaciÛn Oceanogr·fica de Cd. Madero Tamps. SEMAR*,20.6
-99.23,26.57,CPPFALCONmar,TAMP,CapitanÌa de Puerto de Presa FalcÛn Tamps. SEMAR*,17.0
-97.91,19.2,ZITTL,TLAX,Zitlaltepec Tlax.,7.4
-98.24,19.22,ZACTL,TLAX,Zacatelco Tlax.,7.0
-97.77,19.3,CUATL,TLAX,Cuapiaxtla Tlax.,6.9
-97.65,19.32,ECTTL,TLAX,El Carmen Tequexquitla Tlax.,4.4
-98.25,19.32,OBSTL,TLAX,Observatorio de Tlaxcala Tlax.,8.2
-98.2,19.56,SJATL,TLAX,San JosÈ Atlanga Tlax.,6.4
-98.56,19.59,CPPTL,TLAX,Calpulalpan Tlax.,7.4
-98.13,19.43,APITL,TLAX,Apizaco Tlax.,6.3
-97.95,19.31,HUATL,TLAX,Huamantla Tlax. SMN*,4.2
-98.04,19.3,MALINCHEI,TLAX,La Malinche 1 Tlax. SMN*,6.0
-98.03,19.14,MALINCHEII,TLAX,La Malinche 2 Tlax. SMN*,6.2
-98.23,19.32,TLAXCALAob,TLAX,Observatorio de Tlaxcala Tlax. SMN*,8.0
-95.03,18.52,SONVC,VER,Sontecomapan Ver.,17.1
-96.97,19.45,TAPVC,VER,Tapachapan Ver.,15.1
-96.97,19.55,OTIVC,VER,Otilpan Ver.,12.3
-94.92,17.42,LPEVC,VER,Las Perlas Ver.,21.0
-95.03,17.43,JCRVC,VER,Jes˙s Carranza Ver.,22.7
-94.09,17.87,JDCVC,VER,San JosÈ del Carmen Ver.,17.4
-95.13,17.88,SJEVC,VER,San Juan Evangelista Ver.,21.0
-94.77,18.14,MNZVC,VER,Minzapan Ver.,19.6
-95.35,18.25,LAUVC,VER,Lauchapan Ver.,19.2
-95.56,18.27,GARVC,VER,Garro Ver.,20.2
-96.37,19.36,CRDVC,VER,Cardel Ver.,19.5
-97.39,19.41,ZALVC,VER,Zalayeta Ver.,3.2
-96.93,19.48,BRIVC,VER,Briones Ver.,11.2
-96.59,19.5,ACTVC,VER,Actopan Ver.,20.0
-96.92,19.53,XOBVC,VER,Observatorio de Xalapa Ver.,13.7
-96.85,19.55,XCFVC,VER,Xalapa CFE Ver.,13.6
-97.02,19.6,JOYVC,VER,La Joya Ver.,7.6
-97.23,19.76,ALTVC,VER,Altotonga Ver.,10.5
-97.81,20.89,SBTVC,VER,Sombrerete Ver.,17.3
-98.36,21.3,PSNVC,VER,PlatÛn S·nchez Ver.,16.8
-98.41,21.5,TMPVC,VER,Tempoal Ver.,16.9
-98.16,21.74,CHYVC,VER,Paso de Piedras Ver.,16.2
-98.46,21.77,HGOVC,VER,El Higo Ver.,17.6
-98.5,21.83,OLVVC,VER,El Olivo Ver.,16.5
-98.18,22.06,PNCVC,VER,P·nuco Ver.,18.8
-98.29,21.19,HLSVC,VER,Los Hules Ver.,16.1
-94.16,17.57,TMOVC,VER,Tierra Morada Ver.,21.0
-97.27,19.55,PEROTESMN,VER,Perote Ver. SMN*,7.3
-96.92,19.81,TNCVC,VER,Tenochtitl·n Ver.,15.1
-95.3,18.14,CTTVC,VER,Cuatotolapan Ver.,18.5
-95.42,18.47,TZAVC,VER,Tres Zapotes Ver.,19.9
-97.1,18.85,ORZVC,VER,Observatorio de Orizaba Ver.,14.9
-96.11,19.15,VERVC,VER,Observatorio de Veracruz Ver.,22.2
-96.95,19.18,HTSVC,VER,Huatusco Ver.,7.9
-97.4,20.96,TXPVC,VER,Observatorio de Tuxpan Ver.,19.7
-94.58,18.1,MMMT,VER,Aeropuerto Internacional de Minatitl·n Ver.*,21.1
-96.19,19.14,MMVR,VER,Aeropuerto Internacional de Veracruz Ver.*,20.9
-97.46,20.6,MMPA,VER,Aeropuerto de Poza Rica Ver.*,21.0
-97.54,21.07,CLHVC,VER,Chalahuite Ver.,19.5
-94.93,18.38,TUXTLASII,VER,Los Tuxtlas 2 Ver. SMN*,15.4
-97.24,18.93,LOMAGRANDE,VER,Loma Grande Ver. SMN*,9.3
-96.86,19.55,XCAVC,VER,Xalapa Castillo ProtecciÛn Civil Ver.,12.8
-96.92,18.89,CORDOBASGT,VER,CÛrdoba Ver. SGT*,17.8
-94.4,18.1,COTVC,VER,Observatorio de Coatzacoalcos Ver.,22.0
-96.41,19.73,LVERDEmar,VER,Laguna Verde Ver. SEMAR*,22.6
-98.15,21.04,TRRVC,VER,Terrerillos Ver.,16.5
-97.88,21.33,CITLALTEPEC,VER,Citlaltepec Ver. SMN*,18.6
-96.94,19.45,COAVC,VER,Coatepec Ver.,11.0
-97.1,19.65,LVRVC,VER,Las Vigas de RamÌrez Ver.,7.3
-97.1,18.85,ORIZABAob,VER,Observatorio de Orizaba Ver. SMN*,13.4
-96.36,19.41,ENRVC,VER,El Naranjillo Ver.,20.4
-94.93,18.04,ACAYUCAN,VER,Acayucan Ver. SMN*,20.1
-96.1,18.19,CDAVC,VER,Ciudad Alem·n Ver. SMN*,21.0
-95.44,18.58,ARCVC,VER,Angel Rosario Cabada Ver.,18.2
-97.04,18.85,PTUXPANGO,VER,Presa Tuxpango Ver. SMN*,13.7
-96.61,19.02,VTEVC,VER,Villa Tejeda Ver.,17.3
-96.49,19.34,TAMVC,VER,Tamarindo Ver.,18.4
-96.55,19.4,IDOVC,VER,Idolos Ver.,19.1
-96.84,19.7,ACAVC,VER,Acatl·n Ver.,10.5
-96.83,19.93,MZNVC,VER,Misantla Ver.,17.9
-97.05,20.07,MDTVC,VER,MartÌnez de la Torre Ver.,17.6
-96.16,19.07,ETEVC,VER,El Tejar Ver.,20.7
-96.93,19.51,XBSVC,VER,Xalapa Base PC Ver.,11.5
-96.92,19.53,XPMVC,VER,Xalapa Palacio PC Ver.,15.0
-96.94,19.53,XIMVC,VER,Xalapa IMAC PC Ver.,12.6
-96.92,19.54,XCNVC,VER,Xalapa Constituyentes PC Ver.,14.7
-96.9,19.56,XMNVC,VER,Xalapa Minas PC Ver.,15.0
-96.95,19.56,XAYVC,VER,Xalapa Plan de Ayala PC Ver.,12.3
-96.92,19.58,XNAVC,VER,Xalapa Naranjal PC Ver.,12.6
-97.23,18.92,LGRVC,VER,Loma Grande Ver.,4.5
-96.91,19.57,XMRVC,VER,Xalapa Moral Ver. PC*,14.7
-94.67,17.95,JALVC,VER,Jaltip·n Ver.,21.2
-96.87,19.51,XOLVC,VER,Xalapa Olmos,15.2
-97.68,20.93,ALAVC,VER,Alamo Temapache Ver.,19.3
-97,20.48,CPTECOLUTLAmar,VER,CapitanÌa de Puerto de Tecolutla Ver. SEMAR*,20.6
-97.36,20.95,QUINTAZNAVALmar,VER,Quinta Zona Naval de Tuxpan Ver. SEMAR*,21.3
-97.13,18.58,TLQVC,VER,Tlaquilpa Ver.,9.1
-95.76,18.77,CPALVARADOMmar,VER,CapitanÌa de Puerto de Alvarado Ver. SEMAR*,23.0
-88.93,20.13,PETYC,YUC,Peto Yuc.,17.6
-89.39,20.29,OXKYC,YUC,Oxkutzcab Yuc.,18.2
-89.56,20.4,TICYC,YUC,Ticul Yuc.,18.4
-89.08,20.46,CANYC,YUC,Cantamayec Yuc.,19.9
-89.71,20.49,MUNYC,YUC,Muna Yuc.,17.3
-89.83,20.75,CHOYC,YUC,Chochol· Yuc.,19.5
-89.65,20.95,MEOYC,YUC,Observatorio de MÈrida Yuc.,21.9
-89.66,20.98,GARYC,YUC,Organismo de Cuenca PenÌnsula de Yucat·n Yuc.,20.0
-87.99,21.16,TIZIMIN,YUC,TizimÌn Yuc. SMN*,18.3
-87.68,21.51,CYOYC,YUC,El Cuyo Yuc.,21.2
-88.17,21.16,TIZYC,YUC,TizimÌn Yuc.,19.0
-89.22,19.88,BECYC,YUC,BecanchÈn Yuc.,18.9
-90.38,20.86,CELYC,YUC,Celest˙n Yuc. SMN*,21.4
-89.44,21.11,MOCYC,YUC,Mococh· Yuc.,19.4
-89.3,21.1,MTOYC,YUC,Motul Yuc.,19.5
-88.16,21.57,RILYC,YUC,RÌo Lagartos Yuc. SMN*,19.5
-88.2,20.69,VALYC,YUC,Observatorio de Valladolid Yuc.,20.5
-89.65,21.28,PROYC,YUC,Observatorio de Progreso Yuc.,20.6
-89.66,20.93,MMMD,YUC,Aeropuerto Internacional de MÈrida Yuc.*,21.6
-88.45,20.64,MMCT,YUC,Aeropuerto Internacional de ChichÈn Itz· Yuc.*,22.6
-89.64,21.05,FIYYC,YUC,Facultad de IngenierÌa Universidad AutÛnoma de Yucat·n Yuc.,17.9
-89.5,21.08,CONYC,YUC,Conkal Yuc.,19.0
-89.68,20.65,ABAYC,YUC,Abal· Yuc.,19.6
-88.16,21.57,RLAYC,YUC,RÌo Lagartos Yuc.,20.3
-88.22,20.68,VALLADOLIDob,YUC,Observatorio de Valladolid Yuc. SMN*,20.0
-89.7,21.28,YUCALPETENmar,YUC,YucalpetÈn Yuc. SEMAR*,21.9
-88.9,21.39,DZILAM,YUC,Dzilam Yuc. SMN*,20.8
-89.53,21.28,EIOPROGRESOmar,YUC,EstaciÛn de InvestigaciÛn Oceanogr·fica de Progreso Yuc. SEMAR*,23.3
-89.66,20.98,CHMR_MERIDA,YUC,Centro HidrometeorolÛgico Regional MÈrida Yuc. SMN*,22.5
-89.65,21.3,PROGRESOob,YUC,Observatorio de Progreso Yuc. SMN*,21.2
-102.85,21.36,NCTZC,ZAC,Nochistl·n Zac.,4.2
-103.35,21.65,EXCZC,ZAC,Miguel Alem·n Zac.,3.3
-103.46,21.81,ATGZC,ZAC,Atolinga Zac.,7.5
-101.4,22.12,PINZC,ZAC,Pino Su·rez Zac.,3.4
-102.8,22.35,PALZC,ZAC,Palomas Zac.,2.8
-101.92,22.52,VGOZC,ZAC,Villa Gonz·lez Ortega Zac.,5.4
-102.04,22.67,ELSZC,ZAC,El Saladillo Zac.,1.4
-103.6,22.69,LFLZC,ZAC,La Florida Zac.,-0.9
-102.51,22.75,ZA2ZC,ZAC,Zacatecas Zac. SMN*,9.0
-102.59,22.76,ZACZC,ZAC,Zacatecas Zac.,8.9
-103.38,22.85,LOBZC,ZAC,Manuel Felgueres Zac.,0.3
-103.11,22.92,STRZC,ZAC,Santa Rosa Zac.,4.8
-102.66,23,LLBZC,ZAC,Llano Blanco Zac.,2.6
-102.89,23.17,FREZC,ZAC,Fresnillo Zac.,7.6
-103.22,23.18,LREZC,ZAC,Gobernador Leobardo Reynoso Zac.,3.6
-103.03,23.82,RGRZC,ZAC,RÌo Grande Zac.,4.8
-102.88,24.33,SFOZC,ZAC,San Francisco Zac.,6.5
-102.9,21.71,PMOZC,ZAC,Los MoraleÒos Zac.,8.1
-103.5,22.33,STEZC,ZAC,Independencia Nacional Zac.,2.3
-102.57,22.78,LBUZC,ZAC,Observatorio de Zacatecas Zac.,10.2
-103.64,23.64,SOMZC,ZAC,Observatorio de Sombrerete Zac.,8.0
-102.68,22.9,MMZC,ZAC,Aeropuerto Internacional de Zacatecas Zac.*,6.3
-103.6,22.69,LAFLORIDA,ZAC,La Florida Zac. SMN*,2.7
-101.71,24.62,70640,ZAC,EM Presa de Jales M. PeÒasquito Zac.,8.8
-101.8,24.63,70600,ZAC,EM Pista M. PeÒasquito Zac.,6.5
-101.71,24.65,70620,ZAC,EM Planta de ”xidos M. PeÒasquito Zac.,11.2
-102.57,22.78,ZACATECASob,ZAC,Observatorio de Zacatecas Zac. SMN*,10.7
-102.25,22.44,LMOZC,ZAC,Luis Moya Zac.,4.6
-103,22.64,JERZC,ZAC,Jerez Zac.,6.1
-103.12,21.36,UPSZELREMOLINO,ZAC,Unidad PolitÈcnica del Sur de Zacatecas El Remolino Zac. INIFAP*,4.5
-103.05,21.61,SANTODOMINGOINI,ZAC,Santo Domingo Zac. INIFAP*,10.7
-103.33,21.64,CBTATEPECHITLAN,ZAC,Centro de Bachillerato TecnolÛgico Agropecuario Tepechitl·n Zac. INIFAP*,5.1
-103.31,21.93,MOMAX,ZAC,Momax Zac. INIFAP*,0.0
-102,22.28,LORETO,ZAC,Loreto Zac. INIFAP*,3.8
-101.62,22.28,LAVICTORIAZC,ZAC,La Victoria Zac. INIFAP*,5.9
-102.88,22.31,VLLLANUEVA,ZAC,Villanueva Zac. INIFAP*,2.8
-102.29,22.52,ELALPINO,ZAC,El Alpino Zac. INIFAP*,3.4
-101.98,22.52,ESTDEANIMAS,ZAC,Estancia de AÅnimas Zac. INIFAP*,4.5
-103.04,22.54,SANTAFEZC,ZAC,Santa Fe Zac. INIFAP*,2.4
-102.07,22.69,ELSALADILLO,ZAC,El Saladillo Zac. INIFAP*,3.6
-102.98,22.7,SANTARITA,ZAC,Santa Rita Zac. INIFAP*,3.6
-102.32,22.72,LASARCINAS,ZAC,Las Arcinas Zac. INIFAP*,6.4
-102.69,22.72,UAAGRONOMIA,ZAC,Unidad AcadÈmica de AgronomÌa Zac. INIFAP*,4.1
-102.51,22.76,UABIOLOGIA,ZAC,Unidad AcadÈmica de BiologÌa Zac. INIFAP*,10.1
-103.57,22.78,CBTAVALPARAISO,ZAC,Centro de Bachillerato TecnolÛgico Agropecuario ValparaÌso Zac. INIFAP*,3.2
-103.15,22.85,PALMASALTAS,ZAC,Palmas Altas Zac. INIFAP*,5.4
-102.66,22.91,CEZAC,ZAC,Campo Experimental Zacatecas Zac. INIFAP*,4.1
-102.88,22.99,MESADEFUENTES,ZAC,Mesa de Fuentes Zac. INIFAP*,6.3
-102.27,23.04,CHAPARROSA,ZAC,Chaparrosa Zac. INIFAP*,3.3
-102.72,23.18,ELPARDILLO3,ZAC,El Pardillo 3 Zac. INIFAP*,1.2
-103.04,23.22,COLEMANCIPACION,ZAC,Colonia EmancipaciÛn Zac. INIFAP*,3.9
-103.34,23.23,ABREGO,ZAC,Abrego Zac. INIFAP*,3.2
-102.34,23.28,COBAEZVILLACOS,ZAC,Cobaez Villa de Cos Zac. INIFAP*,5.7
-102.93,23.39,RGRANDEZC,ZAC,Rancho Grande Zac. INIFAP*,5.5
-102.18,23.46,SIERRAVIEJA,ZAC,Sierra Vieja Zac. INIFAP*,3.8
-102.73,23.6,CANITAS,ZAC,CaÒitas Zac. INIFAP*,1.9
-103.73,23.72,PROVIDENCIAZC,ZAC,Providencia Zac. INIFAP*,6.5
-102.16,23.78,AGUANUEVAZC,ZAC,Agua Nueva Zac. INIFAP*,7.0
-103.54,23.79,EMILIANOZAPATAZ,ZAC,Emiliano Zapata Zac. INIFAP*,5.2
-103.33,23.82,COLPROGRESO,ZAC,Colonia Progreso Zac. INIFAP*,4.6
-103.66,23.96,COLHIDALGO,ZAC,Col. Hidalgo Zac. INIFAP*,4.0
-103.45,23.97,COLGLZORTEGA,ZAC,Colonia Gonz·lez Ortega Zac. INIFAP*,7.6
-103.24,24.05,MOGOTES,ZAC,Mogotes Zac. INIFAP*,4.1
-103.39,24.12,CUNO,ZAC,Campo 1 Zac. INIFAP*,3.5
-101.71,24.14,TDEHACHEROS,ZAC,Tanque de Hacheros Zac. INIFAP*,3.9
-102.15,24.19,MARIANITA,ZAC,Marianita Zac. INIFAP*,6.4
-102.9,21.9,TIERRABLANCAINI,ZAC,Tierra Blanca Zac. INIFAP*,4.7
-101.39,24.62,CORZC,ZAC,ConcepciÛn del Oro Zac.,8.7
