Lon,Lat,Clave,Edo,Est,Tmin
-93.9,16.24,AROCP,CHIS,"Observatorio de Arriaga, Chis.",19.9
-99.82,24.1,ARRNL,NL,"Aramberri, N.L.",7.5
-110.17,30.34,ARZSO,SON,"Arizpe, Son.",-1.4
-99.91,24.32,ASCNL,NL,"La AscensiÛn, N.L.",2.7
-101.63,20.5,ATBGJ,GTO,"Agua Tibia, Gto.",6.6
-98.35,21.02,ATCHD,HGO,"Atlapexco, Hgo.",12.7
-98.91,19.54,ATEMX,MEX,"Atenco, MÈx.",5.5
-96.53,17.43,ATEOX,OAX,"Atepec, Oax.",7.6
-103.46,21.81,ATGZC,ZAC,"Atolinga, Zac.",-0.3
-98.93,18.95,ATLMR,MOR,"Atlatlahucan, Mor.",12.2
-98.42,18.92,ATXPB,PUE,"Atlixco, Pue.",7.5
-100.43,17.21,ATYGR,GRO,"Atoyac, Gro.",22.7
-96.72,19.71,ATZVC,VER,"Atzalan, Ver.",3.3
-97.88,20.39,AVCPB,PUE,"¡vila Camacho, Pue.",14.8
-107.47,25.03,AWSSI,SIN,"Andrew Weiss, Sin.",6.8
-99.1,16.95,AYUGR,GRO,"Ayutla, Gro.",21.8
-113.56,28.9,BAABN,BC,"BahÌa de los ¡ngeles, B.C. SMN*",10.5
-107.26,28.77,BACCH,CHIH,"BachÌniva, Chih.",-3.5
-96.72,17.07,BAEOX,OAX,"Base AÈrea, Oax.",8.8
-97.93,22.39,BALTP,TAMP,"Bombas Altamira, Tamps.",15.9
-96.94,19.59,BANVC,VER,"Banderilla, Ver.",9.5
-100.41,20.5,BATQT,QRO,"El Bat·n, Qro.",5.5
-104.06,19.91,BBAJL,JAL,"Basilio Vadillo, Jal.",15.3
-110.24,30.6,BCNSO,SON,"Bacanuchi, Son.",-2.6
-108.93,30.36,BCRSO,SON,"Bacerac, Son.",0.5
-103.72,22.41,BCSJL,JAL,"Bocas, Jal.",5
-91.48,17.43,BDCTB,TAB,"Boca del Cerro, Tab.",20.1
-98.11,18.91,BDDPB,PUE,"Manuel ¡vila Camacho, Pue.",4.4
-89.22,19.88,BECYC,YUC,"BecanchÈn, Yuc.",13.5
-98.96,21.75,BLMSL,SLP,"Ballesmi, S.L.P.",13.3
-103.78,21.83,BLNJL,JAL,"BolaÒos, Jal.",11.1
-110.22,30,BNMSO,SON,"Banamichi, Son.",4.7
-91.49,17.43,BOCADELCERRO,TAB,"Boca del Cerro, Tab. SGT*",20.5
-89.74,20,BOLCA,CAMP,"BolonchÈn, Camp.",20.2
-93.15,16.64,BOQCP,CHIS,"BoquerÛn, Chis.",18.1
-95.93,16.65,BOQOX,OAX,"Boquilla 1, Oax.",13.4
-99.12,24.08,BR1TP,TAMP,"El Barretal Uno, Tamps.",9.1
-96.93,19.48,BRIVC,VER,"Briones, Ver.",8.8
-101.84,21.05,BRRGJ,GTO,"El Barrial, Gto.",5.7
-99.22,24.1,BRRTP,TAMP,"El Barretal, Tamps.",10.5
-108.21,28.21,BSSCH,CHIH,"Basaseachi, Chih.",-4.6
-102.95,22.82,BTEZC,ZAC,"RamÛn LÛpez Velarde, Zac.",4.2
-107.72,27.03,BTPCH,CHIH,"Batopilas, Chih.",9.5
-107.9,27.9,BTVCH,CHIH,"Batovira, Chih.",-3.2
-103.61,19.25,BVSCM,COL,"Buenavista, Col.",15.4
-99.4,18.46,BVSGR,GRO,"Buena Vista, Gro.",15.5
-100.66,18.35,CA2GR,GRO,"Ciudad Altamirano, Gro. SMN*",19
-99.74,24.99,CABNL,NL,"Cabezones, N.L.",8
-92.72,15.35,CACCP,CHIS,"Cacaluta, Chis.",19.7
-95.74,18.37,CACVC,VER,"Carlos Arturo Carrillo, Ver.",19.7
-107.93,30.38,CAGCH,CHIH,"Observatorio de Nuevo Casas Grandes, Chih.",-1.5
-104.7,24,CAGDR,DGO,"Campo AgrÌcola, Dgo.",0.9
-100.66,18.36,CALGR,GRO,"Ciudad Altamirano, Gro.",18.6
-99.7,19.33,CALMX,MEX,"Calixtlahuaca, MÈx.",1.1
-102.71,21.85,CALVILLO,AGS,"Calvillo, Ags. SMN*",6.2
-90.55,19.85,CAMCA,CAMP,"Campeche, Camp. SMN*",3.4
-99.58,24.87,CAMNL,NL,"Camacho, N.L.",9.7
-90.58,19.3,CANCA,CAMP,"Canasayab, Camp.",18
-86.82,21.16,CANQR,QROO,"Canc˙n, Q. Roo.",19.6
-89.08,20.46,CANYC,YUC,"Cantamayec, Yuc.",19
-105.11,21.83,CAPNR,NAY,"Capomal, Nay.",15.6
-91.76,18.65,CARCA,CAMP,"El Carmen, Camp.",20.4
-99.44,24.98,CARNL,NL,"Carmen de los Elizondo Linares, N.L.",8.4
-93.38,18,CARTB,TAB,"C·rdenas, Tab.",18.1
-92.48,16.31,CASCP,CHIS,"Cascajal, Chis.",14.6
-114.72,29.73,CATAVINA,BC,"CataviÒa, B.C. SMN*",6.4
-87.86,20.72,CATYC,YUC,"CatzÌn, Yuc.",17.8
-104.8,24.52,CB2DR,DGO,"Caboraca hidromÈtrica, Dgo.",3.5
-99.17,19.45,CBIDF,CDMX,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",9
-101.46,20.32,CBLMC,MICH,"Casa Blanca, Mich.",6.1
-104.81,24.54,CBRDR,DGO,"Caboraca, Dgo.",3.5
-99.52,19.57,CCAMX,MEX,"Cerro Catedral, MÈx. SMN*",4.2
-102.06,26.98,CCGCL,COAH,"Cuatro CiÈnegas, Coah.",5.9
-99.7,17.67,CCHGR,GRO,"Chichihualco, Gro.",12.8
-99.28,25.71,CCHNL,NL,"Cuchillo Solidaridad, N.L.",10.4
-95.8,18.3,CCLVC,VER,"Chacaltianguis, Ver.",20.5
-111.66,25.01,CCNBS,BCS,"Observatorio de Ciudad ConstituciÛn, B.C.S.",7.3
-105.17,27.69,CCOCH,CHIH,"Ciudad Camargo, Chih.",2.4
-109.62,27.42,CCRSO,SON,"Cocoraque, Son.",4.9
-100.95,29.33,CDACL,COAH,"Ciudad AcuÒa, Coah.",5.6
-100.17,25.95,CDFNL,NL,"CiÈnega de Flores, N.L.",6.6
-105.45,28.21,CDLCH,CHIH,"Ciudad Delicias, Chih.",2.4
-100.66,26.84,CDLCL,COAH,"Candela, Coah.",8.2
-103.73,18.76,CDOCM,COL,"Cerro de Ortega, Col.",18.2
-96.26,18,CDOOX,OAX,"Miguel de la Madrid Hurtado, Oax.",18.3
-98.6,26.24,CDOTP,TAMP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",10
-102.68,22,CDRAG,AGS,"La Codorniz, Ags.",8.9
-97.44,18.99,CDSPB,PUE,"Ciudad Serd·n, Pue.",3.5
-99.02,21.98,CDVSL,SLP,"Ciudad Valles, S.L.P.",12.5
-99.14,19.52,CEADF,CDMX,"Campamento Amealco, Cd. de MÈx.",7.8
-104.12,26.52,CEBDR,DGO,"Ceballos, Dgo.",-0.3
-96.7,19.43,CEGVC,VER,"Cerro Gordo, Ver.",13.1
-98.97,19.48,CEMCAS,MEX,"CEMCAS, MÈx. SMN*",14.9
-97.96,18.97,CEMPB,PUE,"Cemex, Pue.",7.3
-102.73,23.6,CFPZC,ZAC,"CaÒitas de Felipe Pescador, Zac",2.3
-104.12,24.44,CGVDR,DGO,"Ciudad Guadalupe Victoria, Dgo.",3.6
-103.2,20.29,CHAJL,JAL,"Chapala 1, Jal. SMN*",13.7
-93.1,16.94,CHICP,CHIS,"Manuel Moreno Torres, Chis.",18.4
-99.5,17.55,CHIGR,GRO,"Chilpancingo, Gro.",11.2
-94.82,16.58,CHIOX,OAX,"Chicapa, Oax.",21.1
-98.58,18.52,CHIPB,PUE,"Chietla, Pue.",13.8
-88.47,20.39,CHIYC,YUC,"Chan Chichimil·, Yuc.",17.7
-102.9,22,CHIZC,ZAC,"El Chique, Zac.",9.5
-99.18,17.61,CHLGR,GRO,"Chilapa, Gro.",10.5
-98.32,19.07,CHLPB,PUE,"Cholula, Pue.",5.1
-90.72,19.36,CHMCA,CAMP,"ChampotÛn, Camp.",18.7
-92.28,15.75,CHMCP,CHIS,"Chicomuselo, Chis.",15.2
-88.33,18.5,CHOQR,QROO,"Observatorio de Chetumal, Q. Roo.",21.2
-89.83,20.75,CHOYC,YUC,"Chochol·, Yuc.",16.9
-98.88,19.48,CHPMX,MEX,"Chapingo, MÈx.",6.2
-98.57,18.11,CHSPB,PUE,"Chila de la Sal, Pue.",11
-111.52,30.87,CHTSO,SON,"CuauhtÈmoc, Son.",-0.2
-95.06,16.5,CHVOX,OAX,"Santiago Chivela, Oax.",16.7
-108.33,26.74,CHXSI,SIN,"Observatorio de Choix, Sin.",4.5
-98.16,21.74,CHYVC,VER,"Paso de Piedras, Ver.",13.4
-89.64,21.03,CICYC,YUC,"Centro de InvestigaciÛn CientÌfica, Yuc.",20
-99.92,22.58,CIUDADMANTE,TAMP,"Ciudad Mante, Tamps. SMN*",13.3
-110.74,29.47,CJNSO,SON,"El CajÛn, Son.",1.4
-106.4,31.74,CJZCH,CHIH,"Ciudad Ju·rez, Chih.",0.5
-107.4,24.82,CLCSI,SIN,"Culiac·n, Sin.",11.3
-97.54,21.07,CLHVC,VER,"Chalahuite, Ver.",14
-103.63,18.83,CLLCM,COL,"Callejones, Col.",18.9
-105.38,27.58,CLNCH,CHIH,"Ing. Andrew Weiss, Chih.",0.3
-103.52,25.53,CLRDR,DGO,"Ciudad Lerdo, Dgo.",7.2
-103.25,22.13,CLTJL,JAL,"Observatorio de Colotl·n, Jal.",5.2
-102.19,21.83,CLVAG,AGS,"Calvillo, Ags.",1.5
-100.82,20.54,CLYGJ,GTO,"Celaya, Gto.",8.1
-99.24,19.53,CLYMX,MEX,"Calacoaya, MÈx.",6.4
-90.54,19.84,CMPCA,CAMP,"Campeche, Camp.",19.3
-98.2,19.02,CNAPB,PUE,"Conagua, Pue.",8.9
-103.7,24.87,CNCDR,DGO,"CuencamÈ, Dgo.",6
-86.78,21.07,CNCQR,QROO,"Canc˙n Radar, Q. Roo. SMN*",21.6
-91.05,18.18,CNDCA,CAMP,"Candelaria, Camp.",19.2
-108.54,27.42,CNDCH,CHIH,"ChÌnipas, Chih.",5.3
-98.05,19.74,CNGPB,PUE,"Chignahuapan, Pue.",3.1
-98.41,16.47,CNLGR,GRO,"Cuajinicuilapa, Gro.",19.7
-99.3,19.7,CNPMX,MEX,"La ConcepciÛn, MÈx.",2.8
-101.99,21.9,CNSAG,AGS,"Los Conos, Ags.",3.6
-100.08,20.42,CNSQT,QRO,"ConstituciÛn de 1917, Qro.",7.4
-100.95,29.21,CNTCL,COAH,"El Centenario, Coah.",5.4
-104.75,24.5,CNTDR,DGO,"Canatl·n, Dgo.",2.1
-86.91,20.48,CO2QR,QROO,"Cozumel, Q. Roo. SMN*",18.2
-98.16,18.61,COAPB,PUE,"Coatzingo, Pue.",11.1
-96.94,19.45,COAVC,VER,"Coatepec, Ver.",9.8
-90.51,19.84,COBCA,CAMP,"Observatorio de Campeche, Camp.",19.6
-99.63,19.29,COBMX,MEX,"Observatorio de Toluca, MÈx.",0.5
-109.94,27.5,COBSO,SON,"Observatorio de Ciudad ObregÛn, Son.",9
-99.66,18.25,COCGR,GRO,"Cocula, Gro.",13.9
-101.47,21.07,COMGJ,GTO,"Comanjilla, Gto.",6.8
-97.82,25.97,CONTP,TAMP,"Control, Tamps.",11.1
-89.5,21.08,CONYC,YUC,"Conkal, Yuc.",19.6
-92.1,16.2,COOCP,CHIS,"Observatorio de Comit·n, Chis.",12.5
-98.97,16.61,COPGR,GRO,"Copala, Gro.",18.5
-100.36,20.2,CORGJ,GTO,"Coroneo, Gto.",2.6
-101.86,20.21,CORMC,MICH,"Corrales, Mich.",7.1
-98.94,23.94,CORTP,TAMP,"Corona, Tamps.",10.5
-101.39,24.62,CORZC,ZAC,"ConcepciÛn del Oro, Zac.",1.3
-94.4,18.1,COTVC,VER,"Observatorio de Coatzacoalcos, Ver.",18.9
-86.95,20.51,COZQR,QROO,"Cozumel, Q. Roo.",21.4
-105.13,20,CPEJL,JAL,"CajÛn de PeÒa, Jal.",19.1
-98.56,19.59,CPPTL,TLAX,"Calpulalpan, Tlax.",1.8
-99.4,24.94,CPRNL,NL,"JosÈ LÛpez Portillo, N.L.",10.1
-103.8,19.21,CQMCM,COL,"Coquimatl·n, Col.",18.5
-96.37,19.36,CRDVC,VER,"Cardel, Ver.",17.7
-107.63,27.75,CRLCH,CHIH,"Creel, Chih.",-6.2
-101.67,20.62,CRMGJ,GTO,"Cuer·maro, Gto.",8.8
-96.65,19.32,CRRVC,VER,"Carrizal, Ver.",15.8
-100.96,20.49,CRTGJ,GTO,"Cort·zar, Gto.",9
-101.74,21.5,CRTJL,JAL,"El Cuarenta, Jal.",4.6
-99.7,24.78,CRUNL,NL,"Crucitas, N.L.",6.9
-99.61,26.09,CRVNL,NL,"Cerralvo, N.L.",9.9
-109.93,22.9,CSLBS,BCS,"Cabo San Lucas, B.C.S.",11.7
-102.3,22.36,CSOAG,AGS,"CosÌo, Ags.",3.8
-100.9,20.95,CSRGJ,GTO,"Cinco SeÒores, Gto.",4.7
-101.67,21.19,CSSGJ,GTO,"Los Castillos, Gto.",7.9
-101.67,21.2,CSTGJ,GTO,"Los Castillos, Gto.",7.9
-99.2,19.41,CTMDF,CDMX,"Observatorio de Tacubaya, Cd. de MÈx.",9.1
-100.28,22.43,CTSSL,SLP,"Cerritos, S.L.P.",7.3
-95.3,18.14,CTTVC,VER,"Cuatotolapan, Ver.",17.2
-97.52,20.03,CTZPB,PUE,"Cuetzalan del Progreso, Pue.",10
-103.6,19.32,CUACM,COL,"CuauhtÈmoc, Col.",15.6
-98.95,18.81,CUAMR,MOR,"Cuautla, Mor.",11
-99.29,19.37,CUASE,CDMX,"Cuajimalpa, Cd. de MÈx. SGIRPC*",6.1
-97.77,19.3,CUATL,TLAX,"Cuapiaxtla, Tlax.",1.6
-102.35,22.45,CUAZC,ZAC,"Ciudad CuauhtÈmoc, Zac.",3.7
-99.2,18.9,CUEMR,MOR,"Cuernavaca, Mor.",12.9
-96.95,17.8,CUIOX,OAX,"Cuicatl·n, Oax.",12.9
-105.22,20.59,CULJL,JAL,"Cuale, Jal.",14.5
-99.38,18.7,CUTMR,MOR,"Cuautlita, Mor.",13.1
-89.31,20.74,CUZYC,YUC,"Cuzama, Yuc.",15.7
-99.17,23.72,CVCTP,TAMP,"Observatorio de Ciudad Victoria, Tamps.",9.1
-99.19,23.73,CVTTP,TAMP,"Ciudad Victoria, Tamps.",7.7
-103.45,21.07,CXTJL,JAL,"Cuixtla, Jal.",11.5
-87.68,21.51,CYOYC,YUC,"El Cuyo, Yuc.",19.6
-101.05,17.38,CYQGR,GRO,"Coyuquilla, Gro.",20
-103.47,25.54,CYTCL,COAH,"Coyote, Coah.",6
-108.76,26.6,CZNSO,SON,"Cazanate, Son.",2.3
-100.17,23.68,DARNL,NL,"Doctor Arroyo, N.L.",7
-99.2,19.3,DATDF,CDMX,"DesviaciÛn Alta, Cd. de MÈx.",6.5
-92.58,15.2,DESCP,CHIS,"Despoblado, Chis.",21.5
-100.93,21.15,DHGGJ,GTO,"Dolores Hidalgo, Gto.",5.3
-103.88,19.11,DJLCM,COL,"Presa derivadora Jala, Col.",18.9
-99.56,19.88,DNXMX,MEX,"DanxhÛ, MÈx.",2.2
-113.46,27.64,DORBS,BCS,"DÌaz Ordaz, B.C.S.",3.8
-104.67,24.03,DRGDR,DGO,"Durango, Dgo.",3.7
-89.04,21.25,DZIYC,YUC,"Dzidzant˙n, Yuc.",16.5
-100.9,20.28,ECBGJ,GTO,"El Cubo, Gto.",5
-109.23,29.2,ECBSO,SON,"El Cubil, Son.",3.4
-101.24,20.87,ECHGJ,GTO,"El ChapÌn, Gto.",6.4
-98.28,18.97,ECHPB,PUE,"EcheverrÌa, Pue.",5
-101.37,20.72,ECNGJ,GTO,"El Conejo, Gto.",5.8
-100.2,25.52,ECSNL,NL,"El Cerrito, N.L.",5.5
-97.65,19.32,ECTTL,TLAX,"El Carmen Tequexquitla, Tlax.",0.3
-116.83,32.47,EFLBN,BC,"El Florido, B.C.",7.7
-108.62,26.43,EFTSI,SIN,"El Fuerte, Sin.",6.9
-100.45,19.97,EGIMC,MICH,"El Gigante, Mich.",5.4
-100.67,18.7,EGLGR,GRO,"El Gallo, Gro.",19
-103.1,23.69,ELCZC,ZAC,"El Cazadero, Zac.",2
-92.95,15.5,ELNCP,CHIS,"El Novillero, Chis.",20.7
-98.79,18.69,ELPMR,MOR,"El PeÒÛn, Mor.",14.1
-102.04,22.67,ELSZC,ZAC,"El Saladillo, Zac.",1.5
-116.6,31.89,ELZBN,BC,"Emilio LÛpez Zamora, B.C.",5.6
-95.37,16.43,EMAOX,OAX,"El MarquÈs, Oax.",20.8
-91.79,17.86,EMILIANOZAPATA,TAB,"Emiliano Zapata, Tab. SGT*",20.7
-99.24,19.45,EMOMX,MEX,"El Molinito RÌo Hondo, MÈx.",4.8
-92.92,17.98,EMUTB,TAB,"Villahermosa Muelle, Tab.",21.1
-99.36,20.16,ENDHD,HGO,"EndhÛ, Hgo.",6.4
-115.15,32.41,ENLBN,BC,"Observatorio de Ejido Nuevo LeÛn, B.C.",5.3
-99.08,23.38,ENNTP,TAMP,"La Encantada, Tamps.",9.7
-96.36,19.41,ENRVC,VER,"El Naranjillo, Ver.",17.7
-101.68,21.17,EPLGJ,GTO,"El Palote, Gto.",7.4
-110.8,27.95,EPLSO,SON,"Observatorio de Empalme, Son.",8.8
-92.81,18.04,EPOTB,TAB,"El Porvenir, Tab.",18.8
-100.45,20.54,EPUQT,QRO,"El Pueblito, Qro.",7.2
-98.69,22.6,ERCTP,TAMP,"Estudiante Ramiro Caballero Dorantes, Tamps.",13.5
-90.76,18.61,ESCARCEGA,CAMP,"Esc·rcega, Camp. SMN*",19
-90.74,18.6,ESCCA,CAMP,"Esc·rcega, Camp.",17.9
-92.67,15.33,ESCUINTLA,CHIS,"Escuintla, Chis. SMN*",19.8
-100.92,25.44,ESLCL,COAH,"SecretarÌa de Agricultura Saltillo, Coah.",5.6
-96.16,19.07,ETEVC,VER,"El Tejar, Ver.",17
-103.35,21.65,EXCZC,ZAC,"Miguel Alem·n, Zac.",4.3
-103.34,20.72,EXPJL,JAL,"La Experiencia, Jal.",9.1
-89.58,20.98,EZAYC,YUC,"Emiliano Zapata, Yuc.",19.2
-89.64,20.94,FAEYC,YUC,"Fuerza AÈrea, Yuc.",19.8
-88.04,19.58,FCRQR,QROO,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",19.9
-98.16,24.84,FDOTP,TAMP,"San Fernando, Tamps.",11.1
-92.33,15.17,FHACP,CHIS,"Finca Hamburgo, Chis.",17.1
-105.63,28.17,FIMCH,CHIH,"Francisco I. Madero, Chih.",2.7
-102.89,23.17,FREZC,ZAC,"Fresnillo, Zac.",4.9
-103.96,24,FV2DR,DGO,"Francisco Villa hidromÈtrica, Dgo.",2.4
-103.96,24,FVLDR,DGO,"Francisco Villa, Dgo.",2.4
-103.77,25.27,FZRDR,DGO,"Francisco Zarco, Dgo.",6.5
-92.92,17.97,GABTB,TAB,"Gaviotas 2, Tab.",20.4
-100.08,24.83,GALNL,NL,"Galeana, N.L.",6
-99.24,21.91,GANSL,SLP,"Gallinas, S.L.P.",12.2
-95.56,18.27,GARVC,VER,"Garro, Ver.",17.5
-89.66,20.98,GARYC,YUC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",18.4
-92.91,17.97,GAVIOTAS,TAB,"Gaviotas Villahermosa, Tab. SGT*",20.4
-105.14,20.89,GAVNR,NAY,"Gaviotas, Nay.",15.7
-99.09,19.48,GCNDF,CDMX,"km 6+250, Cd. de MÈx.",5.4
-107.91,25.86,GD2SI,SIN,"Bacurato hidromÈtrica de Gustavo Diaz Ord·z, Sin.",8.7
-105.25,25.5,GESDR,DGO,"General Escobedo, Dgo.",4.4
-100.37,20.57,GHQQT,QRO,"Gerencia Hidalgo, Qro.",9.3
-103.09,22.93,GJAZC,ZAC,"General JoaquÌn Amaro, Zac.",5.1
-101.74,20.44,GLNGJ,GTO,"La Golondrina, Gto.",8.9
-108.09,25.47,GMCSI,SIN,"Guam˙chil, Sin.",10.6
-105.96,25.93,GNCDR,DGO,"GuanacevÌ, Dgo.",-3.5
-114.05,27.96,GNGBS,BCS,"Guerrero Negro, B.C.S.",7.6
-93,17.98,GONTB,TAB,"Gonz·lez, Tab.",19.5
-108.3,29.2,GPCCH,CHIH,"Guapoca, Chih.",-2.2
-102.51,22.75,GPEZC,ZAC,"Guadalupe, Zac.",5.3
-107.07,26.81,GRCCH,CHIH,"Guerachi, Chih.",9
-102.46,22.49,GRCZC,ZAC,"Genaro Codina, Zac.",0.1
-98.92,19.58,GRDMX,MEX,"La Grande, MÈx.",10
-93.12,16.98,GRICP,CHIS,"Grijalva, Chis.",18.5
-108.47,25.72,GSVSI,SIN,"Guasave, Sin.",9.9
-107.22,25.34,GTNSI,SIN,"Guatenipa, Sin.",11.3
-101.27,21.01,GTOGJ,GTO,"Observatorio de Guanajuato, Gto.",8.2
-103.35,20.68,GUAJL,JAL,"Guadalajara Centro, Jal.",11.5
-101.26,21.01,GUANAJUATO,GTO,"Guanajuato, Gto. SGT*",8.7
-103.39,20.71,GUCJL,JAL,"Observatorio de Guadalajara, Jal.",9
-104.75,23.96,GVCDR,DGO,"Presidente Guadalupe Victoria, Dgo.",-1.4
-104.75,23.96,GVHDR,DGO,"Guadalupe Victoria hidromÈtrica, Dgo.",-1.4
-106.97,26.1,GYCCH,CHIH,"Guadalupe y Calvo, Chih.",-1.1
-110.85,27.95,GYMSO,SON,"Guaymas, Son.",10.6
-99.65,20.37,HCPHD,HGO,"Huichapan, Hgo.",3.7
-109.33,25.98,HDZSI,SIN,"Higuera de Zaragoza, Sin.",10.6
-99.15,19.41,HGMSE,CDMX,"Hospital General de MÈxico, Cd. de MÈx. SGIRPC*",10.4
-98.46,21.77,HGOVC,VER,"El Higo, Ver.",14.2
-100.01,25.96,HGRNL,NL,"Higueras, N.L.",7.9
-99.18,18.57,HIGMR,MOR,"HiguerÛn, Mor.",12.3
-103.61,21.22,HITZC,ZAC,"Huitzila, Zac.",4.1
-98.42,21.15,HJTHD,HGO,"Huejutla, Hgo.",14.6
-98.46,19.1,HJTPB,PUE,"Huejotzingo, Pue.",-0.5
-98.29,21.19,HLSVC,VER,"Los Hules, Ver.",14
-110.92,29.07,HM2SO,SON,"Observatorio de Hermosillo, Son.",6.6
-110.93,29.07,HMNSO,SON,"Hermosillo, Son.",8.8
-97.91,19.32,HMTTL,TLAX,"Huamantla, Tlax.",3.4
-89.85,19.75,HPOCA,CAMP,"Hopelchen, Camp.",19.6
-98.54,18.77,HQCPB,PUE,"Huaquechula, Pue.",9.6
-108.96,30.21,HSHSO,SON,"Huachinera, Son.",-0.3
-96.95,19.18,HTSVC,VER,"Huatusco, Ver.",8.9
-102.25,20.48,HUAJL,JAL,"Huascato, Jal.",8.4
-99.42,18.61,HUAMR,MOR,"Huajintl·n, Mor.",11.4
-98.05,20.18,HUAPB,PUE,"Huauchinango, Pue.",8.8
-97.95,19.31,HUATL,TLAX,"Huamantla, Tlax. SMN*",9
-98.75,18.88,HUEMR,MOR,"Hueyapan, Mor.",1.8
